Nuc	mrna-s_erna	#mrna	#s_erna	
1	0	11	3
2	0	6	1
3	0	7	2
4	0	8	1
5	0	4	10
6	0	10	2
7	0	1	0
8	0	14	8
9	0	3	5
10	0	0	1
11	0	14	2
12	0	5	2
13	0	7	0
14	0	1	0
15	0	3	3
16	0	1	0
17	0	7	0
18	0	1	2
19	0	8	1
20	0	6	3
21	0	4	1
22	0	6	2
23	0	1	0
24	0	6	1
25	0	5	0
26	0	9	4
27	0	3	1
28	0	11	2
29	0	0	1
30	0	7	9
31	0	1	2
32	0	3	1
33	0	4	1
34	0	1	0
35	0	0	2
36	0	6	1
37	0	1	1
38	0	5	3
39	0	7	3
40	0	4	1
41	0	4	1
42	0	0	1
